row_id,query_uid,hinglish_query,devanagari_transliteration,normalized_query,category,search_intent,search_volume_monthly,keyword_difficulty,cpc_inr,competition_score,serp_feature,avg_position,impressions_monthly,clicks_pct,platform_source,target_region,primary_device,language_mix_type,has_slang,has_roman_hindi,base_query_en,year_tagged,is_question_query,word_count
89,5A39D5DB,spotify pe free music kaise timepass,spotify पे फ्री music कैसे timepass,spotify par free music kaifrom timepass,Entertainment & Bollywood,Navigational,46910,17,3.04,0.39,Featured Snippet,16.0,258297,0.55,Amazon India,UP & Bihar,Mobile,Hinglish,True,True,spotify pe free music kaise sunein,,False,6
90,08E372B3,deepika padukone ki height hindi mein,deepika padukone की height hindi में,deepika padukone ki height hindi me,Entertainment & Bollywood,Transactional,20074,73,2.57,0.81,People Also Ask,14.6,113728,0.69,Flipkart Search,Pan India,Desktop,Hinglish,False,True,deepika padukone ki height,2025,False,6
91,7808C075,ott pe kaunsi movie dekhein,ott पे kaunsi movie dekhein,ott par kaunsi movie dekhein,Entertainment & Bollywood,Commercial Investigation,17703,87,3.31,0.6,People Also Ask,42.2,96358,0.4,Swiggy,West Bengal,Desktop,Hindi-dominant Hinglish,False,True,ott pe kaunsi movie dekhein,2024,False,5
92,ECC6865F,hrithik roshan six pack workout bindaas,hrithik roshan six pack workout bindaas,hrithik roshan six pack workout bindaas,Entertainment & Bollywood,Informational,70697,26,1.22,0.13,Knowledge Panel,29.9,292217,0.62,YouTube,Pan India,Tablet,English-dominant Hinglish,True,False,hrithik roshan six pack workout,2024,False,6
93,23F14999,kya desi tadka comedy show sahi hai,क्या desi tadka comedy show sahi है,kya desi tadka comedy show sahi hai,Entertainment & Bollywood,Commercial Investigation,72398,34,2.47,0.9,Knowledge Panel,7.6,511967,0.62,Flipkart Search,West Bengal,Desktop,Hinglish,True,True,desi tadka comedy show,,True,7
94,9515310D,new bollywood tadka 2024,न्यू bollywood tadka 2024,new bollywood tadka 2024,Entertainment & Bollywood,Informational,67000,12,1.82,0.78,Knowledge Panel,28.8,169841,0.38,JioSaavn,UP & Bihar,Tablet,Hinglish,True,True,new bollywood movie 2024,,False,4
95,48741737,best hindi movies 2023 list hindi mein,बेस्ट hindi movies 2023 list hindi में,best hindi movies 2023 list hindi me,Entertainment & Bollywood,Commercial Investigation,86530,19,3.32,0.16,Local Pack,11.1,153872,0.5,Google India,Maharashtra,Desktop,Hinglish,False,True,best hindi movies 2023 list,2025,False,7
96,F10D662B,desi tadka comedy show paisa vasool,desi tadka comedy show paisa vasool,desi tadka comedy show paisa vasool,Entertainment & Bollywood,Informational,50968,61,4.13,0.67,Featured Snippet,29.4,322240,0.45,Meesho,North India,Tablet,English-dominant Hinglish,True,True,desi tadka comedy show,,False,6
97,D048A1AF,ranbir kapoor new movie trailer 2024,ranbir kapoor न्यू movie trailer 2024,ranbir kapoor new movie trailer 2024,Entertainment & Bollywood,Transactional,22886,49,2.96,0.98,Image Pack,41.0,94701,0.42,YouTube,Rajasthan,Desktop,Hindi-dominant Hinglish,False,True,ranbir kapoor new movie trailer,2025,False,6
98,28E8967F,hrithik roshan six pack dhamaka,hrithik roshan six pack dhamaka,hrithik roshan six pack dhamaka,Entertainment & Bollywood,Informational,63913,62,4.0,0.17,Image Pack,10.2,183741,0.65,Flipkart Search,Tamil Nadu,Mobile,Hinglish,True,True,hrithik roshan six pack workout,2025,False,5
99,D08ECA6F,bollywood actor ki salary kitni hai,bollywood actor की salary kitni है,bollywood actor ki salary kitni hai,Entertainment & Bollywood,Navigational,79008,92,3.69,0.53,People Also Ask,41.8,201320,0.42,Meesho,North India,Desktop,English-dominant Hinglish,False,True,bollywood actor ki salary kitni hai,2024,False,6
100,6E577909,latest web series hindi timepass,latest web series hindi timepass,latest web fromries hindi timepass,Entertainment & Bollywood,Navigational,32038,6,0.62,0.15,Video Carousel,48.0,85549,0.44,Zepto,Pan India,Tablet,Hinglish,True,True,latest web series hindi,,False,5
101,719BAA7F,kya spotify pe free music kaise sunein sahi hai,क्या spotify पे फ्री music कैसे sunein sahi है,kya spotify par free music kaifrom sunein sahi hai,Entertainment & Bollywood,Transactional,73972,82,0.13,0.88,Featured Snippet,30.4,510211,0.39,JioSaavn,Tamil Nadu,Tablet,Hindi-dominant Hinglish,False,True,spotify pe free music kaise sunein,,True,9
102,18634EF3,pathan movie review hindi dhamaka,pathan movie review hindi dhamaka,pathan movie review hindi dhamaka,Entertainment & Bollywood,Transactional,23939,80,2.99,0.16,Video Carousel,1.8,56481,0.51,Meesho,Tamil Nadu,Tablet,English-dominant Hinglish,True,True,pathan movie review hindi mein,,False,5
103,A564945E,south ki dubbed movie hindi,south की dubbed movie hindi,south ki dubbed movie hindi,Entertainment & Bollywood,Navigational,66207,88,1.92,0.64,Image Pack,37.9,328008,0.78,YouTube,South India,Desktop,English-dominant Hinglish,False,True,south ki dubbed movie hindi,2024,False,5
104,9FCECABB,deepika padukone ki height bindaas,deepika padukone की height bindaas,deepika padukone ki height bindaas,Entertainment & Bollywood,Informational,63308,85,0.63,0.89,None,47.0,271478,0.68,Nykaa,Rajasthan,Desktop,Hindi-dominant Hinglish,True,True,deepika padukone ki height,2025,False,5
105,C1796151,gaana download kaise karein hindi mein,gaana download कैसे करें hindi में,gaana download kaifrom karo hindi me,Entertainment & Bollywood,Informational,50069,45,2.67,0.92,People Also Ask,27.6,269816,0.35,Flipkart Search,Delhi NCR,Desktop,Hinglish,False,True,gaana download kaise karein,2025,False,6
106,D8DE1136,shah rukh khan ki film,shah rukh khan की film,shah rukh khan ki film,Entertainment & Bollywood,Informational,24875,1,3.21,0.44,Image Pack,21.0,167355,0.41,Zepto,North India,Tablet,Hinglish,False,True,shah rukh khan ki film,2024,False,5
107,FD34AE5E,gaana download kaise karein paisa vasool,gaana download कैसे करें paisa vasool,gaana download kaifrom karo paisa vasool,Entertainment & Bollywood,Transactional,20387,55,2.95,0.65,Local Pack,11.0,83249,0.85,Zepto,Gujarat,Tablet,Hindi-dominant Hinglish,True,True,gaana download kaise karein,,False,6
108,D8A5D034,kya kya hai iss gaane ka naam sahi hai,क्या क्या है iss gaane का naam sahi है,kya kya hai iss gaane ka naam sahi hai,Entertainment & Bollywood,Commercial Investigation,73180,62,0.85,0.46,Local Pack,6.8,520668,0.38,Amazon India,UP & Bihar,Desktop,English-dominant Hinglish,False,True,kya hai iss gaane ka naam,2024,True,9
109,75AF70BF,bindaas top hindi movies,bindaas top hindi movies,bindaas top hindi movies,Entertainment & Bollywood,Informational,58636,90,4.27,0.65,Video Carousel,20.1,107793,0.68,Zepto,Gujarat,Desktop,English-dominant Hinglish,True,False,imdb top hindi movies,,False,4
110,982D00FA,pathan movie review hindi mein,pathan movie review hindi में,pathan movie review hindi me,Entertainment & Bollywood,Commercial Investigation,793,12,3.71,0.3,Image Pack,19.8,1384,0.34,Nykaa,North India,Mobile,Hindi-dominant Hinglish,False,True,pathan movie review hindi mein,2025,False,5
111,6CF96431,spotify pe free music kaise sunein ekdum mast,spotify पे फ्री music कैसे sunein ekdum mast,spotify par free music kaifrom sunein ekdum mast,Entertainment & Bollywood,Informational,80573,84,2.37,0.28,None,15.0,541886,0.66,Flipkart Search,Tamil Nadu,Desktop,Hinglish,True,True,spotify pe free music kaise sunein,2024,False,8
112,6F4B05F6,kya latest web series hindi sahi hai,क्या latest web series hindi sahi है,kya latest web fromries hindi sahi hai,Entertainment & Bollywood,Navigational,78679,66,2.35,0.69,Image Pack,14.5,162431,0.84,Flipkart Search,Pan India,Desktop,Hinglish,False,True,latest web series hindi,2025,True,7
113,A220FA0E,katrina kaif diet plan 2024,katrina kaif diet plan 2024,katrina kaif diet plan 2024,Entertainment & Bollywood,Navigational,46385,86,1.81,0.36,Image Pack,18.1,345454,0.76,Google India,North India,Mobile,English-dominant Hinglish,False,True,katrina kaif diet plan,2025,False,5
114,EC8BDAD0,ranveer paisa vasool meme template,ranveer paisa vasool meme template,ranveer paisa vasool meme template,Entertainment & Bollywood,Commercial Investigation,29761,78,4.34,0.56,People Also Ask,17.7,141977,0.61,Google India,Delhi NCR,Mobile,Hindi-dominant Hinglish,True,False,ranveer singh meme template,2024,False,5
115,4EA62BDD,netflix pe naya show hindi mein,netflix पे naya show hindi में,netflix par naya show hindi me,Entertainment & Bollywood,Transactional,67377,33,3.95,0.79,Knowledge Panel,23.5,522040,0.72,Swiggy,Gujarat,Tablet,Hindi-dominant Hinglish,False,True,netflix pe naya show,2025,False,6
116,C4235D5F,best hindi movies 2023 list,बेस्ट hindi movies 2023 list,best hindi movies 2023 list,Entertainment & Bollywood,Transactional,77016,4,2.19,0.31,Featured Snippet,26.3,593823,0.47,Nykaa,Maharashtra,Tablet,English-dominant Hinglish,False,False,best hindi movies 2023 list,2024,False,5
117,8B7DF5C8,south ki dubbed movie hindi bindaas,south की dubbed movie hindi bindaas,south ki dubbed movie hindi bindaas,Entertainment & Bollywood,Commercial Investigation,34617,32,1.33,0.53,Knowledge Panel,14.2,253156,0.49,Meesho,North India,Tablet,Hinglish,True,True,south ki dubbed movie hindi,,False,6
118,09FBA8C8,kya bollywood actor ki salary kitni hai sahi hai,क्या bollywood actor की salary kitni है sahi है,kya bollywood actor ki salary kitni hai sahi hai,Entertainment & Bollywood,Navigational,89636,25,2.27,0.28,Video Carousel,8.6,494869,0.44,JioSaavn,Delhi NCR,Mobile,Hinglish,False,True,bollywood actor ki salary kitni hai,2024,True,9
119,4163DD5E,spotify pe free music kaise tadka,spotify पे फ्री music कैसे tadka,spotify par free music kaifrom tadka,Entertainment & Bollywood,Commercial Investigation,15812,11,3.06,0.43,Image Pack,44.2,116025,0.47,Google India,Rajasthan,Mobile,Hindi-dominant Hinglish,True,True,spotify pe free music kaise sunein,,False,6
120,1EF45DED,kya SRK ka naya bindaas aaya,क्या SRK का naya bindaas aaya,kya SRK ka naya bindaas aaya,Entertainment & Bollywood,Transactional,36109,63,0.86,0.57,People Also Ask,2.6,274708,0.53,JioSaavn,UP & Bihar,Mobile,Hinglish,True,True,kya SRK ka naya movie aaya,2025,True,6
121,6A50159C,alia bhatt wedding photos hindi mein,alia bhatt wedding photos hindi में,alia bhatt wedding photos hindi me,Entertainment & Bollywood,Commercial Investigation,51705,88,3.5,0.11,Featured Snippet,5.9,205076,0.67,Zepto,Tamil Nadu,Desktop,English-dominant Hinglish,False,True,alia bhatt wedding photos,2025,False,6
122,A0CF958E,new paisa vasool movie 2024,न्यू paisa vasool movie 2024,new paisa vasool movie 2024,Entertainment & Bollywood,Transactional,80418,34,0.88,0.43,Video Carousel,35.3,230675,0.57,Amazon India,Tamil Nadu,Tablet,Hindi-dominant Hinglish,True,False,new bollywood movie 2024,2025,False,5
123,FBE4B118,animal movie controversy kya hai hindi mein,animal movie controversy क्या है hindi में,animal movie controversy kya hai hindi me,Entertainment & Bollywood,Navigational,47951,52,1.29,0.83,Image Pack,28.2,322545,0.7,Flipkart Search,UP & Bihar,Tablet,Hinglish,False,True,animal movie controversy kya hai,2025,False,7
124,A7F8D7DC,gaana download kaise karein,gaana download कैसे करें,gaana download kaifrom karo,Entertainment & Bollywood,Navigational,25798,19,3.61,0.22,People Also Ask,27.2,144449,0.79,Google India,South India,Desktop,Hindi-dominant Hinglish,False,True,gaana download kaise karein,2025,False,4
125,9F03BA0D,new bollywood movie 2024 dekhna chahiye,न्यू bollywood movie 2024 dekhna chahiye,new bollywood movie 2024 dekhna chahiye,Entertainment & Bollywood,Informational,63882,39,1.17,0.83,People Also Ask,23.0,357362,0.56,YouTube,South India,Mobile,Hinglish,True,False,new bollywood movie 2024,2025,False,6
126,207C3B4D,kya yrf movies ott release date sahi hai,क्या yrf movies ott release date sahi है,kya yrf movies ott releafrom date sahi hai,Entertainment & Bollywood,Transactional,34148,47,1.65,0.88,Local Pack,29.2,95383,0.83,Google India,Gujarat,Mobile,Hindi-dominant Hinglish,False,True,yrf movies ott release date,,True,8
127,73C71A94,ekdum mast rukh khan ki film,ekdum mast rukh khan की film,ekdum mast rukh khan ki film,Entertainment & Bollywood,Transactional,70674,23,4.41,0.5,Local Pack,23.7,387916,0.34,Meesho,Rajasthan,Desktop,English-dominant Hinglish,True,True,shah rukh khan ki film,2024,False,6
128,D599DF4B,kya hai iss gaane ka naam paisa vasool,क्या है iss gaane का naam paisa vasool,kya hai iss gaane ka naam paisa vasool,Entertainment & Bollywood,Transactional,22064,82,3.64,0.41,People Also Ask,35.8,126748,0.47,Nykaa,North India,Mobile,Hinglish,True,True,kya hai iss gaane ka naam,,True,8
129,DE550C39,netflix pe naya show 2024,netflix पे naya show 2024,netflix par naya show 2024,Entertainment & Bollywood,Commercial Investigation,84594,51,1.26,0.47,None,36.7,139593,0.4,Meesho,UP & Bihar,Tablet,Hindi-dominant Hinglish,False,True,netflix pe naya show,,False,5
130,67A086D4,katrina bindaas diet plan,katrina bindaas diet plan,katrina bindaas diet plan,Entertainment & Bollywood,Informational,33083,96,3.17,0.16,Video Carousel,2.3,167559,0.78,Flipkart Search,Gujarat,Mobile,Hinglish,True,True,katrina kaif diet plan,2025,False,4
131,90D9BDA3,latest web series hindi,latest web series hindi,latest web fromries hindi,Entertainment & Bollywood,Informational,68779,98,4.48,0.38,Local Pack,31.7,230212,0.44,Flipkart Search,North India,Tablet,Hindi-dominant Hinglish,False,True,latest web series hindi,2024,False,4
132,8FE53D76,imdb top hindi movies paisa vasool,imdb top hindi movies paisa vasool,imdb top hindi movies paisa vasool,Entertainment & Bollywood,Transactional,69141,22,0.18,0.94,None,47.5,164434,0.6,Meesho,Tamil Nadu,Desktop,English-dominant Hinglish,True,False,imdb top hindi movies,,False,6
133,5CA2F0E6,ranveer singh meme template 2024,ranveer singh meme template 2024,ranveer singh meme template 2024,Entertainment & Bollywood,Commercial Investigation,23304,76,2.71,0.59,Image Pack,18.9,101887,0.74,Zepto,Delhi NCR,Desktop,Hindi-dominant Hinglish,False,False,ranveer singh meme template,2025,False,5
134,30FD8D38,gaana download kaise dhamaka,gaana download कैसे dhamaka,gaana download kaifrom dhamaka,Entertainment & Bollywood,Navigational,20510,39,0.1,0.72,Local Pack,15.7,131480,0.57,Amazon India,Tamil Nadu,Tablet,Hinglish,True,True,gaana download kaise karein,2025,False,4
135,112792B0,jiosamn pe free songs hindi mein,jiosamn पे फ्री songs hindi में,jiosamn par free songs hindi me,Entertainment & Bollywood,Informational,38493,77,1.08,0.49,Image Pack,32.7,236620,0.44,Meesho,Maharashtra,Desktop,English-dominant Hinglish,False,True,jiosamn pe free songs,2025,False,6
136,F38EB239,kya SRK ka bindaas movie aaya,क्या SRK का bindaas movie aaya,kya SRK ka bindaas movie aaya,Entertainment & Bollywood,Navigational,29013,34,0.4,0.58,Image Pack,4.4,78973,0.45,Amazon India,Delhi NCR,Tablet,English-dominant Hinglish,True,True,kya SRK ka naya movie aaya,2024,True,6
137,DA733DCC,ott pe kaunsi dekhna chahiye dekhein,ott पे kaunsi dekhna chahiye dekhein,ott par kaunsi dekhna chahiye dekhein,Entertainment & Bollywood,Commercial Investigation,38057,15,2.88,0.24,Local Pack,48.6,62560,0.83,Swiggy,Maharashtra,Desktop,Hinglish,True,True,ott pe kaunsi movie dekhein,2025,False,6
138,75B5CF4B,ott pe kaunsi movie dekhein ekdum mast,ott पे kaunsi movie dekhein ekdum mast,ott par kaunsi movie dekhein ekdum mast,Entertainment & Bollywood,Informational,35383,17,3.23,0.3,Video Carousel,25.4,233783,0.53,YouTube,South India,Mobile,Hindi-dominant Hinglish,True,True,ott pe kaunsi movie dekhein,2025,False,7
139,DB208B24,bollywood actor ki salary kitni hai 2024,bollywood actor की salary kitni है 2024,bollywood actor ki salary kitni hai 2024,Entertainment & Bollywood,Transactional,60876,90,3.57,0.16,Featured Snippet,42.2,167363,0.56,Flipkart Search,Pan India,Desktop,Hindi-dominant Hinglish,False,True,bollywood actor ki salary kitni hai,2025,False,7
140,B7418C53,pathan bindaas review hindi mein,pathan bindaas review hindi में,pathan bindaas review hindi me,Entertainment & Bollywood,Navigational,1753,16,4.39,0.28,People Also Ask,33.6,3700,0.7,Swiggy,Maharashtra,Tablet,Hinglish,True,True,pathan movie review hindi mein,2024,False,5
141,39A05EB9,desi tadka comedy show,desi tadka comedy show,desi tadka comedy show,Entertainment & Bollywood,Transactional,62074,50,3.08,0.57,Local Pack,10.7,350741,0.44,Flipkart Search,Pan India,Tablet,English-dominant Hinglish,True,True,desi tadka comedy show,2024,False,4
142,A0390EA0,netflix pe naya show bindaas,netflix पे naya show bindaas,netflix par naya show bindaas,Entertainment & Bollywood,Navigational,87485,28,4.38,0.81,Knowledge Panel,12.9,356304,0.62,Nykaa,West Bengal,Mobile,Hinglish,True,True,netflix pe naya show,2024,False,5
143,66B370D5,dhamaka bhatt wedding photos,dhamaka bhatt wedding photos,dhamaka bhatt wedding photos,Entertainment & Bollywood,Navigational,76262,89,2.16,0.18,Local Pack,49.9,575817,0.64,YouTube,Maharashtra,Mobile,Hindi-dominant Hinglish,True,True,alia bhatt wedding photos,,False,4
144,24139069,pathan movie review hindi mein dhamaka,pathan movie review hindi में dhamaka,pathan movie review hindi me dhamaka,Entertainment & Bollywood,Navigational,7971,8,1.63,0.31,Knowledge Panel,38.1,52813,0.84,Zepto,North India,Mobile,Hindi-dominant Hinglish,True,True,pathan movie review hindi mein,2025,False,6
